CountryCode,SeriesCode,Year,DESCRIPTION
"AFG","SE.XPD.TOTL.GB.ZS","YR2016","UIS Estimation"
"AFG","SE.XPD.TOTL.GB.ZS","YR2017","UIS Estimation"
"AFG","SH.DYN.MORT","YR1960","Uncertainty bound is 297.4 - 415.2"
"AFG","SH.DYN.MORT","YR1961","Uncertainty bound is 296.4 - 403.3"
"AFG","SH.DYN.MORT","YR1962","Uncertainty bound is 295.1 - 392.8"
"AFG","SH.DYN.MORT","YR1963","Uncertainty bound is 292.6 - 383.6"
"AFG","SH.DYN.MORT","YR1964","Uncertainty bound is 289.4 - 376.2"
"AFG","SH.DYN.MORT","YR1965","Uncertainty bound is 285.5 - 369.5"
"AFG","SH.DYN.MORT","YR1966","Uncertainty bound is 281.9 - 363.1"
"AFG","SH.DYN.MORT","YR1967","Uncertainty bound is 277.7 - 357.4"
"AFG","SH.DYN.MORT","YR1968","Uncertainty bound is 273.3 - 351.9"
"AFG","SH.DYN.MORT","YR1969","Uncertainty bound is 268.8 - 346.8"
"AFG","SH.DYN.MORT","YR1970","Uncertainty bound is 264.2 - 341.4"
"AFG","SH.DYN.MORT","YR1971","Uncertainty bound is 302.9 - 392"
"AFG","SH.DYN.MORT","YR1972","Uncertainty bound is 297.3 - 385.1"
"AFG","SH.DYN.MORT","YR1973","Uncertainty bound is 250.5 - 324.5"
"AFG","SH.DYN.MORT","YR1974","Uncertainty bound is 246.5 - 318.6"
"AFG","SH.DYN.MORT","YR1975","Uncertainty bound is 242.2 - 311.5"
"AFG","SH.DYN.MORT","YR1976","Uncertainty bound is 237.8 - 304.9"
"AFG","SH.DYN.MORT","YR1977","Uncertainty bound is 233.2 - 298"
"AFG","SH.DYN.MORT","YR1978","Uncertainty bound is 228.9 - 291.3"
"AFG","SH.DYN.MORT","YR1979","Uncertainty bound is 223.9 - 284.5"
"AFG","SH.DYN.MORT","YR1980","Uncertainty bound is 219 - 277.6"
"AFG","SH.DYN.MORT","YR1981","Uncertainty bound is 213.8 - 270.8"
"AFG","SH.DYN.MORT","YR1982","Uncertainty bound is 248 - 314.2"
"AFG","SH.DYN.MORT","YR1983","Uncertainty bound is 243.2 - 307.2"
"AFG","SH.DYN.MORT","YR1984","Uncertainty bound is 272.8 - 343.4"
"AFG","SH.DYN.MORT","YR1985","Uncertainty bound is 266.6 - 333.3"
"AFG","SH.DYN.MORT","YR1986","Uncertainty bound is 226.1 - 281.2"
"AFG","SH.DYN.MORT","YR1987","Uncertainty bound is 220.7 - 272.5"
"AFG","SH.DYN.MORT","YR1988","Uncertainty bound is 176.1 - 215.6"
"AFG","SH.DYN.MORT","YR1989","Uncertainty bound is 170.6 - 207.7"
"AFG","SH.DYN.MORT","YR1990","Uncertainty bound is 164.9 - 199.6"
"AFG","SH.DYN.MORT","YR1991","Uncertainty bound is 159.7 - 192.1"
"AFG","SH.DYN.MORT","YR1992","Uncertainty bound is 154.3 - 184.9"
"AFG","SH.DYN.MORT","YR1993","Uncertainty bound is 149.7 - 178.2"
"AFG","SH.DYN.MORT","YR1994","Uncertainty bound is 145.2 - 172.2"
"AFG","SH.DYN.MORT","YR1995","Uncertainty bound is 140.9 - 166.5"
"AFG","SH.DYN.MORT","YR1996","Uncertainty bound is 137 - 161.2"
"AFG","SH.DYN.MORT","YR1997","Uncertainty bound is 133.3 - 156.2"
"AFG","SH.DYN.MORT","YR1998","Uncertainty bound is 129.6 - 151.7"
"AFG","SH.DYN.MORT","YR1999","Uncertainty bound is 125.9 - 146.9"
"AFG","SH.DYN.MORT","YR2000","Uncertainty bound is 122.1 - 142.4"
"AFG","SH.DYN.MORT","YR2001","Uncertainty bound is 118.1 - 137.9"
"AFG","SH.DYN.MORT","YR2002","Uncertainty bound is 114.2 - 133.3"
"AFG","SH.DYN.MORT","YR2003","Uncertainty bound is 110 - 128.2"
"AFG","SH.DYN.MORT","YR2004","Uncertainty bound is 105.7 - 123.1"
"AFG","SH.DYN.MORT","YR2005","Uncertainty bound is 101.4 - 118.1"
"AFG","SH.DYN.MORT","YR2006","Uncertainty bound is 97.2 - 113.2"
"AFG","SH.DYN.MORT","YR2007","Uncertainty bound is 93 - 108.3"
"AFG","SH.DYN.MORT","YR2008","Uncertainty bound is 88.8 - 103.7"
"AFG","SH.DYN.MORT","YR2009","Uncertainty bound is 84.7 - 99.6"
"AFG","SH.DYN.MORT","YR2010","Uncertainty bound is 80.5 - 95.7"
"AFG","SH.DYN.MORT","YR2011","Uncertainty bound is 76.7 - 92.1"
"AFG","SH.DYN.MORT","YR2012","Uncertainty bound is 73.2 - 88.8"
"AFG","SH.DYN.MORT","YR2013","Uncertainty bound is 69.8 - 85.8"
"AFG","SH.DYN.MORT","YR2014","Uncertainty bound is 66.7 - 83.2"
"AFG","SH.DYN.MORT","YR2015","Uncertainty bound is 63.7 - 80.7"
"AFG","SH.DYN.MORT","YR2016","Uncertainty bound is 60.7 - 78.8"
"AFG","SH.DYN.MORT","YR2017","Uncertainty bound is 57.7 - 77.2"
"AFG","SH.DYN.MORT","YR2018","Uncertainty bound is 54.8 - 75.8"
"AFG","SH.DYN.MORT","YR2019","Uncertainty bound is 51.9 - 74.7"
"AFG","SH.DYN.MORT","YR2020","Uncertainty bound is 49.3 - 73.8"
"AFG","SH.DYN.MORT","YR2021","Uncertainty bound is 46.7 - 73.2"
"AFG","SH.DYN.MORT","YR2022","Uncertainty bound is 44.3 - 72.5"
"AFG","SH.DYN.MORT","YR2023","Uncertainty bound is 42 - 71.9"
"AFG","SH.DYN.MORT","YR2024","Uncertainty bound is 39.7 - 71.4"
"AFG","SH.STA.OWAD.ZS","YR1990","Plausible bound is 6.87 - 14.21."
"AFG","SH.STA.OWAD.ZS","YR1991","Plausible bound is 7.43 - 14.82."
"AFG","SH.STA.OWAD.ZS","YR1992","Plausible bound is 8.02 - 15.47."
"AFG","SH.STA.OWAD.ZS","YR1993","Plausible bound is 8.62 - 16.16."
"AFG","SH.STA.OWAD.ZS","YR1994","Plausible bound is 9.27 - 16.84."
"AFG","SH.STA.OWAD.ZS","YR1995","Plausible bound is 9.99 - 17.57."
"AFG","SH.STA.OWAD.ZS","YR1996","Plausible bound is 10.74 - 18.4."
"AFG","SH.STA.OWAD.ZS","YR1997","Plausible bound is 11.56 - 19.2."
"AFG","SH.STA.OWAD.ZS","YR1998","Plausible bound is 12.39 - 20.01."
"AFG","SH.STA.OWAD.ZS","YR1999","Plausible bound is 13.28 - 20.96."
"AFG","SH.STA.OWAD.ZS","YR2000","Plausible bound is 14.23 - 21.93."
"AFG","SH.STA.OWAD.ZS","YR2001","Plausible bound is 15.24 - 22.91."
"AFG","SH.STA.OWAD.ZS","YR2002","Plausible bound is 16.29 - 23.93."
"AFG","SH.STA.OWAD.ZS","YR2003","Plausible bound is 17.4 - 25.03."
"AFG","SH.STA.OWAD.ZS","YR2004","Plausible bound is 18.55 - 26.11."
"AFG","SH.STA.OWAD.ZS","YR2005","Plausible bound is 19.76 - 27.23."
"AFG","SH.STA.OWAD.ZS","YR2006","Plausible bound is 21.02 - 28.39."
"AFG","SH.STA.OWAD.ZS","YR2007","Plausible bound is 22.36 - 29.52."
"AFG","SH.STA.OWAD.ZS","YR2008","Plausible bound is 23.73 - 30.69."
"AFG","SH.STA.OWAD.ZS","YR2009","Plausible bound is 25.17 - 31.87."
"AFG","SH.STA.OWAD.ZS","YR2010","Plausible bound is 26.6 - 33.09."
"AFG","SH.STA.OWAD.ZS","YR2011","Plausible bound is 28.17 - 34.34."
"AFG","SH.STA.OWAD.ZS","YR2012","Plausible bound is 29.75 - 35.67."
"AFG","SH.STA.OWAD.ZS","YR2013","Plausible bound is 31.35 - 36.99."
"AFG","SH.STA.OWAD.ZS","YR2014","Plausible bound is 32.96 - 38.44."
"AFG","SH.STA.OWAD.ZS","YR2015","Plausible bound is 34.6 - 39.95."
"AFG","SH.STA.OWAD.ZS","YR2016","Plausible bound is 36.18 - 41.53."
"AFG","SH.STA.OWAD.ZS","YR2017","Plausible bound is 37.76 - 43.21."
"AFG","SH.STA.OWAD.ZS","YR2018","Plausible bound is 39.33 - 44.92."
"AFG","SH.STA.OWAD.ZS","YR2019","Plausible bound is 40.84 - 46.69."
"AFG","SH.STA.OWAD.ZS","YR2020","Plausible bound is 42.24 - 48.55."
"AFG","SH.STA.OWAD.ZS","YR2021","Plausible bound is 43.62 - 50.32."
"AFG","SH.STA.OWAD.ZS","YR2022","Plausible bound is 44.94 - 52.15."
"AFG","SI.POV.NAHC","YR2007","Source: National Risk and Vulnerability Assessment (NRVA) 2007-08"
"AFG","SI.POV.NAHC","YR2011","Source: National Risk and Vulnerability Assessment (NRVA) 2011-12"
"AFG","SI.POV.NAHC","YR2016","Source: Afghanistan Living Conditions Surveys (ALCS) 2016-17"
"AFG","SI.POV.NAHC","YR2019","Source: Income, Expenditure, and Labor Force Survey (IELFS) 2019-20"
"AFG","SL.EMP.WORK.FE.ZS","YR2020","Adjusted"
"AFG","SL.EMP.WORK.ZS","YR2020","Adjusted"
"AFG","SL.TLF.0714.ZS","YR2011","Multiple Indicator Cluster Survey (MICS)."
"AFG","SP.UWT.TFRT","YR2015","Source: Demographic and Health Survey 2015. Retrieved on April 4, 2025, from DHS API (https://api.dhsprogram.com.html)."
"AGO","IT.NET.USER.ZS","YR2007","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2008","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2009","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2010","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2011","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2012","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2013","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2014","Source and notes: Instituto Nacional de Estatística,"
"AGO","IT.NET.USER.ZS","YR2015","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2016","Source and notes: ITU estimate., Estimated based on DHS."
"AGO","IT.NET.USER.ZS","YR2017","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2018","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2019","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2020","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2021","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2022","Source and notes: ITU estimate.,"
"AGO","IT.NET.USER.ZS","YR2023","Source and notes: ITU estimate.,"
"AGO","SE.ADT.LITR.ZS","YR2015","UIS Estimation"
"AGO","SE.ADT.LITR.ZS","YR2023","UIS Estimation"
"AGO","SE.XPD.TOTL.GB.ZS","YR1985","Should be treated as NIL"
"AGO","SE.XPD.TOTL.GB.ZS","YR1986","Should be treated as NIL"
"AGO","SE.XPD.TOTL.GB.ZS","YR1987","Should be treated as NIL"
"AGO","SH.DYN.MORT","YR1980","Uncertainty bound is 174.7 - 308.9"
"AGO","SH.DYN.MORT","YR1981","Uncertainty bound is 178.6 - 291.7"
"AGO","SH.DYN.MORT","YR1982","Uncertainty bound is 181.4 - 278.4"
"AGO","SH.DYN.MORT","YR1983","Uncertainty bound is 183.2 - 268.2"
"AGO","SH.DYN.MORT","YR1984","Uncertainty bound is 184 - 260.7"
"AGO","SH.DYN.MORT","YR1985","Uncertainty bound is 185 - 254.4"
"AGO","SH.DYN.MORT","YR1986","Uncertainty bound is 185.9 - 249.6"
"AGO","SH.DYN.MORT","YR1987","Uncertainty bound is 186.9 - 245.9"
"AGO","SH.DYN.MORT","YR1988","Uncertainty bound is 187.5 - 243"
"AGO","SH.DYN.MORT","YR1989","Uncertainty bound is 188.2 - 241.5"
"AGO","SH.DYN.MORT","YR1990","Uncertainty bound is 188.5 - 240.6"
"AGO","SH.DYN.MORT","YR1991","Uncertainty bound is 188.7 - 239.4"
"AGO","SH.DYN.MORT","YR1992","Uncertainty bound is 189.1 - 238.9"
"AGO","SH.DYN.MORT","YR1993","Uncertainty bound is 189 - 238.2"
"AGO","SH.DYN.MORT","YR1994","Uncertainty bound is 188.3 - 237.5"
"AGO","SH.DYN.MORT","YR1995","Uncertainty bound is 187.5 - 235.7"
"AGO","SH.DYN.MORT","YR1996","Uncertainty bound is 184.8 - 233.3"
"AGO","SH.DYN.MORT","YR1997","Uncertainty bound is 181 - 229.3"
"AGO","SH.DYN.MORT","YR1998","Uncertainty bound is 176 - 223.8"
"AGO","SH.DYN.MORT","YR1999","Uncertainty bound is 169.9 - 217.2"
"AGO","SH.DYN.MORT","YR2000","Uncertainty bound is 162.8 - 210"
"AGO","SH.DYN.MORT","YR2001","Uncertainty bound is 154.7 - 201.6"
"AGO","SH.DYN.MORT","YR2002","Uncertainty bound is 145.7 - 191.1"
"AGO","SH.DYN.MORT","YR2003","Uncertainty bound is 135.6 - 179.1"
"AGO","SH.DYN.MORT","YR2004","Uncertainty bound is 124.7 - 165.8"
"AGO","SH.DYN.MORT","YR2005","Uncertainty bound is 113.3 - 152.4"
"AGO","SH.DYN.MORT","YR2006","Uncertainty bound is 102.2 - 139.6"
"AGO","SH.DYN.MORT","YR2007","Uncertainty bound is 91.5 - 128.1"
"AGO","SH.DYN.MORT","YR2008","Uncertainty bound is 82 - 118.1"
"AGO","SH.DYN.MORT","YR2009","Uncertainty bound is 73.7 - 109.3"
"AGO","SH.DYN.MORT","YR2010","Uncertainty bound is 67.2 - 101.6"
"AGO","SH.DYN.MORT","YR2011","Uncertainty bound is 61.6 - 94.5"
"AGO","SH.DYN.MORT","YR2012","Uncertainty bound is 57.4 - 88.8"
"AGO","SH.DYN.MORT","YR2013","Uncertainty bound is 54.3 - 83.9"
"AGO","SH.DYN.MORT","YR2014","Uncertainty bound is 51.8 - 79.7"
"AGO","SH.DYN.MORT","YR2015","Uncertainty bound is 49.9 - 76.2"
"AGO","SH.DYN.MORT","YR2016","Uncertainty bound is 48.3 - 73.4"
"AGO","SH.DYN.MORT","YR2017","Uncertainty bound is 46.8 - 71.6"
"AGO","SH.DYN.MORT","YR2018","Uncertainty bound is 45.3 - 70.4"
"AGO","SH.DYN.MORT","YR2019","Uncertainty bound is 43.6 - 70.2"
"AGO","SH.DYN.MORT","YR2020","Uncertainty bound is 41.5 - 70.8"
"AGO","SH.DYN.MORT","YR2021","Uncertainty bound is 39.3 - 72"
"AGO","SH.DYN.MORT","YR2022","Uncertainty bound is 37.3 - 73.3"
"AGO","SH.DYN.MORT","YR2023","Uncertainty bound is 35.3 - 74.6"
"AGO","SH.DYN.MORT","YR2024","Uncertainty bound is 33.3 - 75.8"
"AGO","SH.STA.OWAD.ZS","YR1990","Plausible bound is 9.41 - 19.05."
"AGO","SH.STA.OWAD.ZS","YR1991","Plausible bound is 9.95 - 19.52."
"AGO","SH.STA.OWAD.ZS","YR1992","Plausible bound is 10.47 - 20.1."
"AGO","SH.STA.OWAD.ZS","YR1993","Plausible bound is 11.03 - 20.65."
"AGO","SH.STA.OWAD.ZS","YR1994","Plausible bound is 11.58 - 21.28."
"AGO","SH.STA.OWAD.ZS","YR1995","Plausible bound is 12.16 - 21.92."
"AGO","SH.STA.OWAD.ZS","YR1996","Plausible bound is 12.71 - 22.55."
"AGO","SH.STA.OWAD.ZS","YR1997","Plausible bound is 13.31 - 23.22."
"AGO","SH.STA.OWAD.ZS","YR1998","Plausible bound is 13.97 - 23.89."
"AGO","SH.STA.OWAD.ZS","YR1999","Plausible bound is 14.6 - 24.55."
"AGO","SH.STA.OWAD.ZS","YR2000","Plausible bound is 15.3 - 25.16."
"AGO","SH.STA.OWAD.ZS","YR2001","Plausible bound is 15.93 - 25.8."
"AGO","SH.STA.OWAD.ZS","YR2002","Plausible bound is 16.57 - 26.41."
"AGO","SH.STA.OWAD.ZS","YR2003","Plausible bound is 17.22 - 27.09."
"AGO","SH.STA.OWAD.ZS","YR2004","Plausible bound is 17.84 - 27.72."
"AGO","SH.STA.OWAD.ZS","YR2005","Plausible bound is 18.5 - 28.35."
"AGO","SH.STA.OWAD.ZS","YR2006","Plausible bound is 19.12 - 28.88."
"AGO","SH.STA.OWAD.ZS","YR2007","Plausible bound is 19.73 - 29.52."
"AGO","SH.STA.OWAD.ZS","YR2008","Plausible bound is 20.33 - 30.05."
"AGO","SH.STA.OWAD.ZS","YR2009","Plausible bound is 20.82 - 30.58."
"AGO","SH.STA.OWAD.ZS","YR2010","Plausible bound is 21.33 - 31.13."
"AGO","SH.STA.OWAD.ZS","YR2011","Plausible bound is 21.77 - 31.59."
"AGO","SH.STA.OWAD.ZS","YR2012","Plausible bound is 22.18 - 32.12."
"AGO","SH.STA.OWAD.ZS","YR2013","Plausible bound is 22.59 - 32.58."
"AGO","SH.STA.OWAD.ZS","YR2014","Plausible bound is 22.95 - 33.09."
"AGO","SH.STA.OWAD.ZS","YR2015","Plausible bound is 23.28 - 33.71."
"AGO","SH.STA.OWAD.ZS","YR2016","Plausible bound is 23.6 - 34.29."
"AGO","SH.STA.OWAD.ZS","YR2017","Plausible bound is 23.91 - 34.96."
"AGO","SH.STA.OWAD.ZS","YR2018","Plausible bound is 24.24 - 35.64."
"AGO","SH.STA.OWAD.ZS","YR2019","Plausible bound is 24.53 - 36.32."
"AGO","SH.STA.OWAD.ZS","YR2020","Plausible bound is 24.88 - 37.08."
"AGO","SH.STA.OWAD.ZS","YR2021","Plausible bound is 25.13 - 37.89."
"AGO","SH.STA.OWAD.ZS","YR2022","Plausible bound is 25.41 - 38.73."
"AGO","SI.DST.FRST.20","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.DST.FRST.20","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.DST.FRST.20","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.POV.DDAY","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.POV.DDAY","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.POV.DDAY","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.POV.GINI","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.POV.NAHC","YR2018","Source: World Bank Poverty Assessment (2020)"
"AGO","SI.POV.UMIC","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.POV.UMIC","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.POV.UMIC","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SI.SPR.PGAP","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"AGO","SI.SPR.PGAP","YR2008","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"AGO","SI.SPR.PGAP","YR2018","Based on data from IDREA. Estimated from unit-record consumption data."
"AGO","SL.EMP.WORK.FE.ZS","YR2019","Adjusted"
"AGO","SL.EMP.WORK.FE.ZS","YR2022","Adjusted"
"AGO","SL.EMP.WORK.ZS","YR2019","Adjusted"
"AGO","SL.EMP.WORK.ZS","YR2022","Adjusted"
"AGO","SL.TLF.0714.ZS","YR2001","Multiple Indicator Cluster Survey (MICS). Covers only Angola-secured territory."
"AGO","SP.UWT.TFRT","YR2016","Source: Demographic and Health Survey 2015-16. Retrieved on April 4, 2025, from DHS API (https://api.dhsprogram.com.html)."
"ALB","IT.NET.USER.ZS","YR1990","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1995","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1996","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1997","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1998","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR1999","Source: Albanian Telecom Enterprise."
"ALB","IT.NET.USER.ZS","YR2000","Source and notes: Albanian Telecom Enterprise.,"
"ALB","IT.NET.USER.ZS","YR2001","Source and notes: Albanian Telecom Enterprise.,"
"ALB","IT.NET.USER.ZS","YR2002","Source and notes: Albanian Telecom Enterprise.,"
"ALB","IT.NET.USER.ZS","YR2003","Source and notes: Ministry of Transport and Telecommunications.,"
"ALB","IT.NET.USER.ZS","YR2004","Source and notes: Ministry of Transport and Telecommunications.,"
"ALB","IT.NET.USER.ZS","YR2005","Source and notes: Ministry of Transport and Telecommunications.,"
"ALB","IT.NET.USER.ZS","YR2006","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2007","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2008","Source and notes: Minister for Innovation and ICT,"
"ALB","IT.NET.USER.ZS","YR2009","Source and notes: Minister for Innovation and ICT,"
"ALB","IT.NET.USER.ZS","YR2010","Source and notes: Minister for Innovation and ICT,"
"ALB","IT.NET.USER.ZS","YR2011","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2012","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2013","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2014","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2015","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2016","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2017","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2018","Source and notes: ITU estimate.,"
"ALB","IT.NET.USER.ZS","YR2019","Source and notes: Institute of Statistics,"
"ALB","IT.NET.USER.ZS","YR2020","Source and notes: Institute of Statistics,"
"ALB","IT.NET.USER.ZS","YR2021","Source and notes: Institute of Statistics,"
"ALB","IT.NET.USER.ZS","YR2022","Source and notes: Institute of Statistics,"
"ALB","IT.NET.USER.ZS","YR2023","Source and notes: Institute of Statistics,"
"ALB","SE.ADT.LITR.ZS","YR2017","UIS Estimation"
"ALB","SE.XPD.TOTL.GB.ZS","YR1994","Should be treated as NIL"
"ALB","SE.XPD.TOTL.GB.ZS","YR1995","Should be treated as NIL"
"ALB","SE.XPD.TOTL.GB.ZS","YR1996","Should be treated as NIL"
"ALB","SH.DYN.MORT","YR1978","Uncertainty bound is 63.2 - 140.5"
"ALB","SH.DYN.MORT","YR1979","Uncertainty bound is 61.2 - 123.2"
"ALB","SH.DYN.MORT","YR1980","Uncertainty bound is 59.3 - 108.7"
"ALB","SH.DYN.MORT","YR1981","Uncertainty bound is 56.9 - 96.6"
"ALB","SH.DYN.MORT","YR1982","Uncertainty bound is 54.5 - 86.1"
"ALB","SH.DYN.MORT","YR1983","Uncertainty bound is 51.9 - 77.2"
"ALB","SH.DYN.MORT","YR1984","Uncertainty bound is 49.3 - 69.7"
"ALB","SH.DYN.MORT","YR1985","Uncertainty bound is 46.8 - 63.6"
"ALB","SH.DYN.MORT","YR1986","Uncertainty bound is 44.3 - 58.6"
"ALB","SH.DYN.MORT","YR1987","Uncertainty bound is 41.8 - 54.4"
"ALB","SH.DYN.MORT","YR1988","Uncertainty bound is 39.6 - 51"
"ALB","SH.DYN.MORT","YR1989","Uncertainty bound is 37.7 - 48.1"
"ALB","SH.DYN.MORT","YR1990","Uncertainty bound is 36 - 45.8"
